FEN,Moves,Rating,Themes
2r1Q1k1/5ppp/6q1/p4b2/8/P2P2B1/1PPK2PP/4R3 b - - 10 22,c8e8 e1e8,473,backRankMate endgame mate mateIn1 oneMove
5rk1/pr3pp1/4b1qp/B1p1P3/1P6/Q3RN1P/6P1/KR6 w - - 0 29,b4c5 b7b1,473,mate mateIn1 middlegame oneMove pillsburysMate
1r4k1/prR2ppp/8/4p3/4P2P/K1R5/8/8 b - - 1 29,b7b1 c7c8 b8c8 c3c8,473,backRankMate endgame mate mateIn2 rookEndgame short
4r1k1/Q4p2/1p1P1bpp/4p3/8/3R1N2/P4PPP/2r3K1 w - - 1 23,f3e1 c1e1,473,backRankMate endgame hangingPiece mate mateIn1 oneMove
2r3k1/p4ppp/1p2pn2/2r5/2N5/1P2P2P/P2R1PP1/3R2K1 b - - 4 25,f6e4 d2d8 c8d8 d1d8,473,backRankMate endgame mate mateIn2 short
6k1/5ppp/5n2/2p5/1qN1PB2/2pR3N/6PK/8 b - - 3 29,c3c2 d3d8 f6e8 d8e8,473,backRankMate endgame mate mateIn2 short
1r4k1/5ppp/4p3/p7/P1P5/8/B3RPPP/1r4K1 w - - 1 27,a2b1 b8b1 e2e1 b1e1,473,backRankMate endgame mate mateIn2 short
2r3k1/1R3ppp/4p3/2Ppn3/8/8/4KPPP/8 b - - 0 31,c8c5 b7b8 c5c8 b8c8,473,backRankMate endgame mate mateIn2 short
4Q3/8/5p1q/6k1/4R3/5PK1/6P1/8 w - - 6 58,e4h4 h6h4,473,endgame master mate mateIn1 oneMove
3Q1r1k/p5pp/8/8/8/P5PP/7K/3R4 b - - 0 39,f8d8 d1d8,474,backRankMate endgame mate mateIn1 oneMove rookEndgame
2k5/p1p5/1p3P2/3q4/8/P4n1P/1P4Q1/1B5K w - - 3 34,b1g6 d5d1 g2f1 d1f1,474,endgame mate mateIn2 short
5r1k/4b1p1/2Q5/2P2r2/8/P7/6PP/R4q1K w - - 2 32,a1f1 f5f1,474,backRankMate endgame mate mateIn1 oneMove
r1bb3k/pp3Bpp/2n5/5p2/4p1n1/2P2N1P/PP2RPP1/R1B3K1 b - - 0 18,e4f3 e2e8,474,backRankMate mate mateIn1 middlegame oneMove
r4rk1/ppp2pp1/3p4/3Pp1Q1/4P3/5q2/PPP2PRP/R6K b - - 1 18,f7f6 g5g7,474,endgame kingsideAttack mate mateIn1 oneMove
2r2rk1/pb2qppp/1p2p3/2pnP3/3P4/2PQ1N2/P1B2PPP/2RR2K1 b - - 2 18,c5c4 d3h7,474,kingsideAttack mate mateIn1 middlegame oneMove
rn2k1nr/1pp2p2/1b1p1q1p/pP1Pp3/2P1P1p1/P1N2B2/5PPP/R1BQK2R w KQkq - 0 12,f3g4 f6f2,474,attackingF2F7 mate mateIn1 middlegame oneMove
r1b3kr/pp1n2pp/2p1q3/2N1p1B1/3P4/2P2Q2/P1P3PP/R4RK1 b - - 6 15,d7c5 f3f8,474,mate mateIn1 middlegame oneMove
1k1r4/p1p1pp2/1pb5/4qP1p/2R5/1P4pP/PQ4P1/6K1 w - - 0 31,b2e5 d8d1 e5e1 d1e1,474,endgame mate mateIn2 short
q3kb1r/3p1pp1/pB1Pn2p/4P3/4Q3/P5P1/5P1P/2R3K1 b k - 3 25,a8e4 c1c8 e6d8 c8d8,474,endgame mate mateIn2 operaMate short
2r3k1/pq4pp/2b1p3/1p6/1PpB2Q1/P3P3/5PPP/2R3K1 b - - 2 26,c6d7 g4g7,474,endgame kingsideAttack master mate mateIn1 oneMove
4r1k1/pb2rppp/1b6/8/RP1P4/2B5/1Q4PP/5R1K w - - 0 31,f1f2 e7e1 c3e1 e8e1 f2f1 e1f1,474,long mate mateIn3 middlegame sacrifice
2r1k3/1b3p2/3Qp2p/3p4/3P1B2/2r5/5PPP/R1q3K1 w - - 0 42,f4c1 c3c1 a1c1 c8c1,474,backRankMate endgame mate mateIn2 short
1k1r3r/ppp2ppp/2nb1n2/4q3/QP2P3/2P1BP1P/P4PB1/RN3RK1 w - - 1 14,b4b5 e5h2,474,mate mateIn1 middlegame oneMove
3r1rk1/ppp2p2/6p1/3q4/P2p4/1P2QNP1/6K1/B6R b - - 0 28,d4e3 h1h8,474,endgame mate mateIn1 oneMove operaMate
3r3k/1p1R2pp/p7/2p2p2/2P5/8/PP3PPP/4R1K1 b - - 0 22,d8d7 e1e8,474,backRankMate endgame mate mateIn1 oneMove rookEndgame
r2qr1k1/ppp2ppp/3p4/3P4/2PQ2b1/5N2/PB3PPP/R5K1 b - - 2 17,g4f3 d4g7,474,kingsideAttack mate mateIn1 middlegame oneMove
4r1k1/5pbp/4q1p1/1p6/2n5/1QP2BB1/5PPP/3R2K1 w - - 3 29,b3b5 e6e1 d1e1 e8e1,474,backRankMate mate mateIn2 middlegame sacrifice short
6k1/1p1r1ppp/p7/5r2/PP3B2/4b3/2Rp2PP/3R3K b - - 5 32,e3f4 c2c8 d7d8 c8d8,474,backRankMate endgame mate mateIn2 short
7k/r5pp/8/8/3r4/5P2/6PP/3R3K w - - 0 44,d1d4 a7a1 d4d1 a1d1,474,backRankMate endgame mate mateIn2 rookEndgame short
7k/1pp5/1p1pN2p/3P1p2/1P6/r4Pp1/6P1/2R3K1 w - - 0 34,c1c7 a3a1 c7c1 a1c1,474,endgame mate mateIn2 short
6k1/p4p1p/1p4p1/4R3/1P6/P1r5/r4PPP/2R3K1 w - - 0 33,c1c3 a2a1 c3c1 a1c1 e5e1 c1e1,474,backRankMate endgame long mate mateIn3 rookEndgame
r6k/pq1Q2pp/2pB4/2P3b1/1P1p4/7r/1N3R2/5RK1 b - - 0 34,b7d7 f2f8 a8f8 f1f8,474,backRankMate mate mateIn2 middlegame short
r1b1kb1r/p4ppp/2p1pn2/6B1/2p1N3/P7/1P2PPPP/3RKB1R b Kkq - 1 10,f6e4 d1d8,474,master mate mateIn1 middlegame oneMove operaMate
r1b2rk1/2q2ppp/n1p1pN2/pp6/2PP4/P4N2/1PQ2PPP/1BKR3R b - - 0 16,g7f6 c2h7,474,kingsideAttack mate mateIn1 middlegame oneMove
6k1/p1p2p1p/b1B3p1/4P3/8/q4Q2/PrP2PPP/6K1 w - - 0 22,f3a3 b2b1 a3c1 b1c1,474,backRankMate endgame mate mateIn2 short
4r1k1/pp2rp1p/2pb2p1/7Q/2PB4/P7/1PB2PP1/3R2K1 w - - 1 30,h5h6 e7e1 d1e1 e8e1,474,kingsideAttack mate mateIn2 middlegame pillsburysMate short
2kr2r1/ppp3pp/q4n2/3P4/4pP2/bP2P3/PBQPN1PP/2R1K2R b K - 2 17,a3b2 c2c7,474,mate mateIn1 middlegame oneMove queensideAttack
3r1rk1/p1pb1pp1/2pp3p/4bP2/4P1Bq/2N2Q2/PPP3PP/3R1R1K w - - 7 18,d1d3 h4h2,474,kingsideAttack mate mateIn1 middlegame oneMove
3rQ1kr/2p2ppp/8/P1Bq4/8/8/2P2PPP/4R1K1 b - - 6 29,d8e8 e1e8,474,backRankMate endgame mate mateIn1 oneMove
6k1/p4p1p/2r2rpP/8/3pR1P1/1P6/b1P5/2R3K1 b - - 0 31,d4d3 e4e8,474,endgame mate mateIn1 oneMove
2rQ1k2/2r3b1/4P1p1/5p2/p4P1B/K1p2BP1/1Pp5/3R4 b - - 0 39,c8d8 d1d8,474,endgame mate mateIn1 oneMove pillsburysMate
r1bq1rk1/1p2bppp/p3p3/n3P3/3P4/P2QBN2/2B2PPP/R4RK1 b - - 3 16,c8d7 d3h7,474,kingsideAttack mate mateIn1 middlegame oneMove
8/8/6P1/3n1k2/8/8/8/7K b - - 10 63,d5c3 g6g7 c3d5 g7g8q,474,advancedPawn crushing endgame knightEndgame master promotion short
r5rk/3R2pp/pq6/3R4/1p2P3/1Qp2P2/P1P3PP/1K6 w - - 2 25,d7f7 b6g1 d5d1 g1d1,474,endgame mate mateIn2 queensideAttack short
4qr1k/p1pR2pp/1rp5/2Q1p3/P3P3/1P3P2/2P3PP/5R1K b - - 1 26,e8d7 c5f8,474,endgame hangingPiece kingsideAttack mate mateIn1 oneMove
rn3rk1/pb3ppp/1p2p3/3q4/3P4/2PB1N2/P4PPP/R2Q1RK1 w - - 0 14,f3e5 d5g2,474,kingsideAttack mate mateIn1 middlegame oneMove
r1bqkbnr/ppp1pppp/2n5/4P3/2Bp4/8/PPPP1PPP/RNBQK1NR w KQkq - 2 4,c4f7 e8f7,474,advantage hangingPiece oneMove opening
r3R2k/5Qpp/3B4/2pP4/1pPb4/1p4Pq/5P1P/6K1 b - - 2 27,a8e8 f7e8,474,backRankMate endgame mate mateIn1 oneMove
1b2r3/3r4/p4k2/1p5p/4Q3/P6P/1PP2PP1/6K1 w - - 0 34,e4e8 d7d1 e8e1 d1e1,474,endgame mate mateIn2 pillsburysMate short
6k1/1B3pp1/P3p1p1/r7/6P1/3r3P/5PK1/2R5 b - - 4 31,g6g5 c1c8 d3d8 c8d8,474,advantage endgame master short
2r5/p4ppk/5p1p/3N4/5P2/3q4/6PP/3R3K w - - 0 30,d1d3 c8c1 d3d1 c1d1,474,backRankMate endgame mate mateIn2 short
2k1r3/1pp5/p5Qp/5Np1/1Pb2b2/P1P4P/6P1/3Rq2K w - - 1 29,d1e1 e8e1,474,endgame mate mateIn1 oneMove pillsburysMate
5k2/2P2P2/5Kp1/6P1/6b1/8/2r5/7R b - - 0 58,c2c7 h1h8,474,endgame mate mateIn1 oneMove
r2qkbn1/pp1np3/2p3Br/7Q/7P/8/PPPP1PP1/R1B1K2R b KQq - 0 12,h6g6 h5g6,474,hangingPiece mate mateIn1 middlegame oneMove
rn1k1Q1r/1bqpn3/p5pp/1pb5/3pP3/2PBB3/PP4PP/RN3R1K b - - 3 16,h8f8 f1f8,474,backRankMate mate mateIn1 oneMove opening
2R5/5k2/1P6/1r5p/8/5p2/5P2/5K2 w - - 3 44,c8c6 b5b1 c6c1 b1c1,474,endgame mate mateIn2 rookEndgame short
2k5/3R1pp1/2p1p3/2q3P1/2P2P2/6Pr/PP2Q2p/7K w - - 3 28,e2d3 c5g1,474,endgame mate mateIn1 oneMove
rn2kb1r/1pB1p2p/1pp2p2/6p1/2PPp3/4P2P/PP2BPP1/R3K2R b KQkq - 1 13,b8d7 e2h5,474,bodenMate mate mateIn1 middlegame oneMove
1k3qr1/2p2p2/1pP2p2/pN4r1/Pn5p/6P1/4RP1P/4R1K1 b - - 1 28,f8g7 e2e8 g8e8 e1e8,474,mate mateIn2 middlegame queensideAttack short
r1Q4k/6pp/p6q/1P3p2/3Pn3/4PpP1/1P3P1P/R1R3K1 b - - 2 26,a8c8 c1c8,474,backRankMate endgame mate mateIn1 oneMove
1r2kbnr/3b1ppp/pq1pp3/8/2pNPPP1/P1N1B3/1PPQ3P/2KR3R w k - 1 14,f4f5 b6b2,475,mate mateIn1 middlegame oneMove queensideAttack
r3R1k1/1p3p2/1K4p1/p2p1q1p/2PB4/7P/PP3P2/4R3 b - - 1 27,a8e8 e1e8 g8h7 e8h8,475,endgame mate mateIn2 operaMate short
r1bq1rk1/p3bppp/1n2p3/2ppP1N1/3P1P2/1PNQ4/P5PP/R1B2R1K b - - 1 15,c5c4 d3h7,475,kingsideAttack mate mateIn1 middlegame oneMove
6k1/N5p1/7p/3pr3/1b6/1P6/P1R2P2/2Kr4 w - - 0 37,c1d1 e5e1,475,endgame master mate mateIn1 oneMove operaMate
4k3/p2R1R2/2p4p/6p1/2p5/6P1/PPP1r1PP/7K w - - 1 27,d7a7 e2e1 f7f1 e1f1,475,backRankMate endgame mate mateIn2 rookEndgame short
r4rk1/pp2pp1p/3p2p1/1B4N1/4P3/7Q/5P2/bq3NK1 b - - 3 24,b1b5 h3h7,475,mate mateIn1 middlegame oneMove
8/6p1/7k/5K1P/8/pr2p3/4R3/8 b - - 1 44,h6h5 e2h2,475,endgame master mate mateIn1 oneMove rookEndgame
2R5/6pk/7p/r1N5/1p1n4/7P/5PP1/5K2 w - - 6 35,c8d8 a5a1,475,endgame master mate mateIn1 oneMove
2r5/7p/k7/br6/3R4/4P3/2R2PPP/6K1 w - - 0 39,c2c8 b5b1 c8c1 b1c1 d4d1 c1d1,475,backRankMate endgame long mate mateIn3
5r1k/4bnpp/3p1p2/q3pP2/p1PpP2P/Pp1P1Q2/1P1N1P2/1K4RR w - - 1 27,d2f1 a5e1 f3d1 e1d1,475,mate mateIn2 middlegame queensideAttack short
4k3/8/4K1pR/8/8/8/6r1/8 b - - 1 66,g6g5 h6h8,475,endgame master mate mateIn1 oneMove rookEndgame
7k/3r3p/p7/1p1B1q2/3K4/2P3b1/PP4Q1/3R4 b - - 5 46,g3f4 g2g8,475,endgame master mate mateIn1 oneMove
6k1/2Rn1pp1/B3pb1p/1N6/4P3/3nBP2/1r4PP/6K1 w - - 2 30,c7d7 b2b1 e3c1 b1c1,475,master mate mateIn2 middlegame short
rnb1k2r/ppp2pbp/4p1p1/4P1B1/2P3n1/2N5/PP2BPPP/3RK1NR b Kkq - 2 9,g4e5 d1d8,475,mate mateIn1 oneMove opening operaMate
r4Qk1/3b2pp/p1n1p3/2Bp4/q1p5/1NP5/PKP3PP/5R2 b - - 1 23,a8f8 f1f8,475,kingsideAttack mate mateIn1 middlegame oneMove operaMate
r4rk1/2p2pRp/3p1Q1q/pN6/P7/4Pb2/1BP2P2/2K5 b - - 0 20,h6g7 f6g7,475,mate mateIn1 middlegame oneMove
5k2/ppN2ppp/7b/8/2PP4/5P1P/r4PK1/4R3 b - - 0 28,a2c2 e1e8,475,endgame mate mateIn1 oneMove
3r2k1/5pp1/1qp1p2p/8/8/4PN2/5PPP/1R4K1 w - - 0 29,b1b6 d8d1 f3e1 d1e1,475,backRankMate endgame mate mateIn2 short
2r2rk1/1bnn1ppp/p3p3/3pP3/2pP4/q1P2PN1/2Q3PP/RB1N1R1K b - - 3 20,a3a1 c2h7,475,kingsideAttack mate mateIn1 middlegame oneMove
6k1/ppb1qppp/4rp2/2PR4/1P6/P1B2Q1P/5PP1/6K1 w - - 1 26,f3f5 e6e1 c3e1 e7e1,475,endgame kingsideAttack mate mateIn2 sacrifice short
r1bqkbnr/2pp1ppp/p5n1/1p2p3/8/PB2PQ1P/1PPP1PP1/RNB1K1NR b KQkq - 3 7,c7c6 f3f7,475,attackingF2F7 mate mateIn1 middlegame oneMove
r1b1q1k1/1p1p1pb1/p1nB2pp/3QN3/8/2N5/PPP2PPP/4R1K1 w - - 3 18,e5g6 e8e1,475,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
4rk2/pp3ppp/2pq1rN1/8/4Q3/2P5/PP4PP/4R1K1 b - - 5 27,h7g6 e4e8,475,endgame mate mateIn1 oneMove
5rk1/3bbq2/1n2p1pp/p2p4/P1pPP3/2P2NB1/2Q3PP/R2B2K1 w - - 0 26,f3e5 f7f1,475,mate mateIn1 middlegame oneMove
8/6p1/1p5p/p1p1k2P/P1P3P1/1Prp1P2/5K2/4R3 b - - 3 45,e5d4 e1e4,475,endgame mate mateIn1 oneMove rookEndgame
b1k1Q2r/p1pn4/Pp1b4/8/6PP/2P5/P4P2/R3R1K1 b - - 3 32,h8e8 e1e8,475,endgame mate mateIn1 oneMove
6k1/2p2p1p/1p1p1Pp1/p2bq1Q1/3N4/P6P/1P3KP1/4R3 b - - 0 32,e5g5 e1e8,475,endgame mate mateIn1 oneMove
r1bq1rk1/1p3ppp/2nbp3/p7/2pPQ3/2P2N2/PPB2PPP/R1B2RK1 b - - 0 12,d8c7 e4h7,475,kingsideAttack mate mateIn1 oneMove opening
5rk1/Q3pp2/7p/3p2p1/1r2n3/3qP1B1/P4PPP/3R2K1 w - - 0 25,d1d3 b4b1 d3d1 b1d1,475,endgame mate mateIn2 short
q3k2r/p2npp1p/3p2p1/3Q4/3b3P/1P3P2/P2N4/2R1K1R1 b k - 1 23,a8d5 c1c8,475,backRankMate mate mateIn1 middlegame oneMove
r2Q2kr/ppp2p1p/5Pp1/2p5/8/2N5/PPP2PqP/2KR3R b - - 5 17,a8d8 d1d8,475,endgame mate mateIn1 oneMove
8/6k1/5p1p/6p1/1P4P1/4qP2/Q5KP/8 w - - 0 58,g2h3 e3f3,475,endgame master mate mateIn1 oneMove queenEndgame
2rr4/1p3p1p/p2P1k2/3R1p2/P3nP2/1N1R4/6PP/6K1 w - - 3 32,b3d4 c8c1 d3d1 c1d1,475,endgame mate mateIn2 short
8/8/8/4B3/5K1p/8/6k1/8 w - - 0 56,e5d4 h4h3 d4c3 h3h2,475,advancedPawn bishopEndgame crushing endgame short
r3qr2/ppp1Nppk/6p1/7Q/3B4/1B6/PPP5/2K4R b - - 0 23,g6h5 h1h5,475,anastasiaMate mate mateIn1 middlegame oneMove
1k1r4/pppQ1pp1/7p/3p4/8/2P3P1/PP4P1/2K1R3 b - - 0 23,d8d7 e1e8 d7d8 e8d8,475,backRankMate endgame mate mateIn2 rookEndgame short
3r2k1/1p3pp1/7p/p1P1b3/4b3/1NP5/PP3PPP/4R1K1 w - - 0 26,e1e4 d8d1 e4e1 d1e1,475,endgame mate mateIn2 short
r1bqkb1r/1ppn1pp1/p2p3p/3Q4/2B1PP2/7P/PPP3P1/RNB2RK1 b kq - 2 10,f8e7 d5f7,475,attackingF2F7 mate mateIn1 oneMove opening
rn3rk1/5ppp/p3p3/1p1bN1q1/3P4/8/PPB2PPP/R2Q1RK1 w - - 2 16,f2f4 g5g2,475,kingsideAttack mate mateIn1 middlegame oneMove
6k1/6p1/2p5/p5N1/8/1P2r3/1r6/3R2K1 b - - 5 44,b2b3 d1d8 e3e8 d8e8,475,endgame mate mateIn2 short
r1b2rk1/pp2bppp/1qp5/3p4/1P1N1B2/2nQ1P2/P1B3PP/R3N1K1 b - - 1 18,b6b4 d3h7,475,kingsideAttack mate mateIn1 middlegame oneMove
r5k1/pp2Rp1p/3p2p1/5b2/3B1P2/7P/P1r3P1/4R1K1 b - - 1 24,b7b6 e7e8 a8e8 e1e8,475,endgame mate mateIn2 pillsburysMate short
4r1k1/Qp1r1pp1/3p3p/5PbR/6P1/2P5/PP6/K3q1R1 w - - 13 35,g1e1 e8e1,475,backRankMate endgame mate mateIn1 oneMove
6k1/2q2pp1/5b1p/8/1r6/7P/2B1QPP1/6K1 b - - 4 37,b4b2 e2e8,475,endgame mate mateIn1 oneMove
4r2k/5Rpp/1q6/4p3/p7/PP1P3P/2P5/1K3R2 b - - 1 30,a4b3 f7f8 e8f8 f1f8,475,backRankMate endgame mate mateIn2 queenRookEndgame short
5rk1/8/p1p3pp/1p1b1q2/3P4/1PP1Q3/P1N3PP/R5K1 w - - 3 30,c2e1 f5f1,475,endgame mate mateIn1 oneMove
1bb2rk1/2q2pp1/p3pn1p/2pp4/N7/1P2P2P/P1PB1PP1/R2Q1RK1 w - - 2 17,d1e1 c7h2,475,mate mateIn1 middlegame oneMove
6k1/1p2npp1/4p3/pr2P1NP/1n6/2R3B1/1P3P2/6K1 b - - 0 29,e7d5 c3c8,475,endgame mate mateIn1 oneMove
3rQ1k1/p4n1p/1p4pB/2p2pP1/2Pq4/3P1B1P/5P2/4R1K1 b - - 4 29,d8e8 e1e8,475,endgame mate mateIn1 oneMove pillsburysMate
8/1kb5/2B5/1P1K4/R4p2/8/6r1/8 b - - 1 51,b7b6 a4a6,475,endgame mate mateIn1 oneMove pillsburysMate
3r4/7p/1pk2p2/1R2bn2/1PP5/8/5PP1/R6K w - - 5 35,a1a6 d8d1,475,endgame mate mateIn1 oneMove pillsburysMate
8/R7/P7/5kpp/7K/r7/8/8 w - - 0 51,h4h5 a3h3,475,endgame master mate mateIn1 oneMove rookEndgame
5k2/p4pb1/1p3p1p/2p5/2P2q2/1P1Q1P1P/P4P2/1B4K1 b - - 8 35,h6h5 d3d8,475,endgame mate mateIn1 oneMove
r4rk1/ppp2p2/3q1n1p/3p2p1/3P2N1/P1PQP1P1/2B2PP1/R3K2R b KQ - 0 17,f6g4 d3h7,475,mate mateIn1 middlegame oneMove
8/2R2p2/1p2bpkp/1p2p3/1P1rP3/5P2/6PP/3R3K w - - 0 29,c7c6 d4d1,475,backRankMate endgame hangingPiece mate mateIn1 oneMove
6k1/1pb1R1p1/p6p/5p2/8/P2r1N2/1P3PPP/6K1 w - - 0 25,e7c7 d3d1 f3e1 d1e1,475,backRankMate endgame mate mateIn2 short
r4rk1/pp1b2pp/2p2q2/3p4/3Pp1B1/4P2P/PP3PP1/R2QK2R w KQ - 2 16,g4d7 f6f2,475,attackingF2F7 mate mateIn1 middlegame oneMove
2r3k1/5ppp/4p3/3pP3/1p1b4/1P4B1/R1P1KPPP/8 b - - 4 26,c8c3 a2a8 c3c8 a8c8,475,backRankMate endgame master mate mateIn2 short
3r2k1/pp1r1p1p/2p3p1/8/2b1P1P1/3B2NP/PPP5/1K4R1 w - - 1 25,d3c4 d7d1 g1d1 d8d1,475,backRankMate endgame mate mateIn2 short
3r2k1/p1Q2ppp/1p2p3/2p4b/8/P5B1/5PPP/5qK1 w - - 0 28,g1f1 d8d1,475,endgame mate mateIn1 oneMove pillsburysMate
r4rk1/p5pp/b1p5/3pq3/8/8/PPP3PP/RN2R1K1 w - - 0 18,e1e5 f8f1,475,endgame mate mateIn1 oneMove operaMate
r4r1k/pp3ppp/1q2pn2/3p4/3P4/2P3Q1/PP1N1P1P/1R4RK b - - 5 21,b6c6 g3g7,475,kingsideAttack mate mateIn1 middlegame oneMove
2r2k2/ppR4p/4PPn1/4P3/r5P1/6KP/1P1R4/8 b - - 0 32,c8c7 d2d8,475,endgame mate mateIn1 oneMove
r2qk2r/pp2nppp/2n1p3/3p4/3P4/2NQP1P1/PP3PP1/2KR2NR b kq - 2 11,e8g8 d3h7,475,kingsideAttack mate mateIn1 middlegame oneMove
3r2k1/pp1R1ppp/1qp1p3/4P3/1n6/4P2P/PPQ2PPB/3R2K1 b - - 0 22,b4c2 d7d8 b6d8 d1d8,475,backRankMate endgame mate mateIn2 short
2rqr2k/1b3pp1/p1n2B1p/1p1p4/1P1P4/P2B1N2/4QPPP/3RR1K1 b - - 0 20,d8f6 e2e8 c8e8 e1e8,475,kingsideAttack mate mateIn2 middlegame pillsburysMate short
5rk1/3bbppp/pqr1pB2/3p4/2pP4/P3PN1P/1PQ2PP1/1BR2RK1 b - - 0 18,e7f6 c2h7,476,kingsideAttack mate mateIn1 middlegame oneMove
2rkr3/3n2Q1/p3p1P1/4PB2/3R1P2/q1p1P3/b1R4P/3K4 b - - 3 32,a2b3 g7d7,476,mate mateIn1 middlegame oneMove
r1b4k/3n2pp/4B3/8/8/P7/5PPP/3R2K1 b - - 0 27,d7c5 d1d8,476,backRankMate endgame mate mateIn1 oneMove
4r2k/2p3p1/3b3p/8/Q2P4/2P5/P3rPPP/R5K1 w - - 3 26,c3c4 e2e1 a1e1 e8e1,476,endgame mate mateIn2 short
1r2q1k1/ppp1rpnp/3p1bpB/4P3/2B2P2/1QP4P/PP4P1/3RR1K1 w - - 1 19,e5f6 e7e1 d1e1 e8e1,476,advantage kingsideAttack master middlegame short
4q1k1/pp3p1p/2pb1p2/3p4/3P4/2N2Q2/PPP2PPP/6K1 w - - 0 17,h2h3 e8e1,476,endgame mate mateIn1 oneMove
r4rk1/pp2npp1/1b2p3/3pq1NP/8/2PQ4/PP1N1P1R/R4K2 b - - 1 21,e5h2 d3h7,476,mate mateIn1 middlegame oneMove
5r2/3q1p1k/3p1BpQ/1p6/4PR2/3p3P/1PP3PK/r7 b - - 0 31,h7h6 f4h4,476,endgame mate mateIn1 oneMove pillsburysMate
3r2k1/pbp2p1p/1pp3p1/4Q3/3P4/1PP3N1/P2q1PPP/4R1K1 w - - 0 23,g3e4 d2e1,476,endgame hangingPiece kingsideAttack mate mateIn1 oneMove
r2q1rk1/1ppbbppn/3p3p/8/pNPQP3/5N1P/1B3PP1/R4RK1 b - - 0 17,h7g5 d4g7,476,kingsideAttack mate mateIn1 middlegame oneMove
1r4k1/1p1r1pp1/p2P2q1/2B1Pp2/PP2bP1p/7P/5QP1/R3R1K1 w - - 1 33,f2h4 g6g2,476,kingsideAttack mate mateIn1 middlegame oneMove
r1bq1rk1/p4pp1/1p5p/2p1P3/3nQP2/3B4/P2B2PP/R4RK1 b - - 2 18,a8b8 e4h7,476,mate mateIn1 middlegame oneMove
r4rk1/1p3ppp/8/p2pPQ2/2n4q/2R5/PPP3PP/R1B4K w - - 1 20,c3h3 h4e1 f5f1 e1f1,476,kingsideAttack mate mateIn2 middlegame short
r2R2k1/4pr1p/pq3ppB/2p1bn2/8/2P5/PP1Q2PP/3R2K1 b - - 2 21,a8d8 d2d8 b6d8 d1d8 f7f8 d8f8,476,kingsideAttack long mate mateIn3 middlegame operaMate
r3R2k/pp3Qpp/8/3p4/3q2b1/1p6/P1B3PP/7K b - - 3 26,a8e8 f7e8,476,endgame mate mateIn1 oneMove
4r1k1/5pp1/2b4p/pr3q2/7P/2Qp2P1/1B6/R4BK1 b - - 2 44,c6f3 c3g7,476,mate mateIn1 middlegame oneMove
3r4/1b3kbQ/pp2p1p1/5p2/P7/2N3R1/1P4PP/3q3K w - - 3 30,c3d1 d8d1,476,endgame mate mateIn1 oneMove
r1b2k1r/pp3pbp/6p1/1B6/3q3B/8/P3QPPP/R4RK1 b - - 3 18,d4h4 e2e8,476,mate mateIn1 middlegame oneMove
5rk1/2p3pp/1p4r1/p2PQ3/2P1P1b1/5pP1/1BB2P1q/R5RK w - - 0 33,h1h2 g6h6 e5h5 h6h5,476,mate mateIn2 middlegame short
r2qbrk1/2p2ppp/1pNn4/p2p4/2P5/2Q5/PB3PPP/R2R2K1 b - - 1 23,e8c6 c3g7,476,kingsideAttack mate mateIn1 middlegame oneMove
2r2rk1/pb2ppbp/1pqp1np1/1Nn5/8/2P1P1B1/PPQNBPPP/R4RK1 w - - 4 14,b5a7 c6g2,476,kingsideAttack mate mateIn1 middlegame oneMove
r3R1k1/p4ppp/1p3q2/8/8/1P1P1b1P/1PP1QPP1/6K1 b - - 1 21,a8e8 e2e8,476,endgame mate mateIn1 oneMove
4r1k1/4Rppp/3p4/4p3/4qn2/2Q4P/3B1PP1/4N1K1 b - - 0 24,e8e7 c3c8 e7e8 c8e8,476,endgame mate mateIn2 short
3r1rk1/p5pp/4p3/8/4p3/1P4Q1/P1R2NPP/3q2K1 w - - 2 31,f2d1 d8d1 g3e1 d1e1,476,endgame mate mateIn2 short
8/p4k2/R6p/R5p1/4p3/4n1P1/P1r2P1P/6rK w - - 0 34,h1g1 c2c1,476,endgame master masterVsMaster mate mateIn1 oneMove
rnb1r1k1/ppp2ppp/8/4P3/1B2n3/8/PPP2PPP/3RKB1R b K - 3 11,e8e5 d1d8 e5e8 d8e8,476,backRankMate fork mate mateIn2 middlegame short
8/1pk2p2/8/p1Pp3P/3P4/8/6K1/8 b - - 0 40,c7c6 h5h6 a5a4 h6h7,476,advancedPawn crushing endgame master pawnEndgame short
4r3/pkp3pp/2p5/8/1PP1r3/8/P4PPP/2RR2K1 w - - 2 24,d1d2 e4e1 c1e1 e8e1,476,backRankMate endgame mate mateIn2 rookEndgame short
8/P2R1ppk/r6p/8/8/2N2P1P/1PP3P1/2K2n2 w - - 3 33,c3b5 a6a1,476,endgame mate mateIn1 oneMove
r2q1rk1/1ppbbpp1/p2p1n1p/3N4/B2QP3/1P6/PBP2PPP/R4RK1 b - - 4 12,f6d5 d4g7,476,kingsideAttack mate mateIn1 middlegame oneMove
5rk1/1pp1qppp/3p3r/p1b5/2P3Q1/P1B1P1P1/1P3P1P/R4RK1 b - - 0 17,f8e8 g4g7,476,kingsideAttack mate mateIn1 middlegame oneMove
r1bq3k/ppp1nBp1/1bnp3B/7Q/1P1pP3/2P5/P4PPP/RN3RK1 b - - 0 12,g7h6 h5h6,476,kingsideAttack mate mateIn1 middlegame oneMove
