FEN,Moves,Rating,Themes
1r4k1/p3n1bp/3p2p1/8/2P1NpP1/1K3P1P/P3B3/4R3 w - - 1 30,b3a3 e7c6 e1b1 b8b1,2676,crushing endgame master masterVsMaster quietMove short
1B6/5k2/P1p1n3/8/1P6/1KP5/7r/8 b - - 4 48,h2h1 b3a2 e6c5 a6a7 c5b3 a2b3,2676,advancedPawn crushing endgame long
3r3k/pp4p1/2n2b1p/2r5/4B3/P1P2QPP/1q4PN/R3R2K w - - 5 29,e1c1 c6d4 f3g4 c5g5 c3d4 g5g4,2676,advantage long middlegame
5r1k/5pp1/1p2P3/5QP1/5P2/7P/P3RRK1/2q3r1 w - - 1 34,g2f3 f8c8 e2e3 c8c3,2676,advantage endgame quietMove short
8/1P6/8/3Bkp2/2P3p1/1r4P1/2K2P2/8 b - - 3 59,b3b6 c4c5 b6b5 d5c6,2676,advantage endgame master masterVsMaster short
rn4k1/ppp2ppp/8/8/3P1qP1/P1nBrN2/2P2KPP/R2QR3 w - - 0 15,d1d2 c3e4 d3e4 e3f3 e4f3 f4d2,2676,crushing discoveredAttack fork long middlegame
5rk1/3pQp2/p1P2P1r/1p1P1Bqp/8/8/PP4P1/5R1K b - - 0 30,d7c6 d5c6 h6f6 c6c7 g5h4 h1g1,2676,advancedPawn crushing endgame long master
8/7r/8/1P2bk2/P3p3/1P2R3/5B2/5K2 w - - 39 88,e3g3 e5g3 f2g3 e4e3,2676,advantage endgame master short
r5k1/1pp2p2/pb1p2p1/3P2qp/1PP1Q3/P5nP/1BP2PP1/R4RK1 w - - 1 21,h3h4 g5d8 e4d3 d8h4 d3g3 h4g3,2676,advantage long middlegame pin
5r1k/q5p1/7p/p1b4P/P1B1P3/1P6/2P2rQ1/1K2R2R w - - 5 36,g2g6 c5a3 e1d1 a7e3 h1g1 e3c3 g6g7 c3g7 g1g7 h8g7,2676,advantage clearance middlegame quietMove veryLong
2kr2r1/Qpp2p1p/2q4p/4P3/4b3/5N1P/P4PPK/R4R2 w - - 1 21,f1d1 g8g2 h2h1 d8d1 a1d1 b7b5,2676,crushing defensiveMove long middlegame
8/8/P2R1p2/2K2k2/6p1/6P1/r7/8 b - - 0 34,a2a3 c5b4 a3a2 d6d5 f5e4 d5a5 a2b2 b4c5,2676,crushing defensiveMove endgame rookEndgame veryLong
2q1b3/1p5k/p3P2r/b2N1p2/2r4p/3R1Q2/1PP1R1P1/6K1 b - - 0 45,c4c2 e2c2 c8c2 f3f5 e8g6 d5f6 h7h8 f5e5 a5b6 g1h2,2676,crushing defensiveMove exposedKing middlegame veryLong
r2q1rk1/1pp2p2/p1np4/2bN3p/2B1Pp2/P1PP3b/1P3P1B/R2Q1RK1 w - - 0 18,h2f4 h3g4 d1c1 d8h4 f4h2 c6e5,2676,crushing long middlegame
2b2r2/2q3p1/2P3k1/4pp2/3p4/1B4Q1/6PP/1R4K1 b - - 5 36,g6f6 h2h4 g7g6 g3g5 f6g7 h4h5,2676,crushing endgame long quietMove
r3r1k1/3nb2p/ppNp3B/2qPnQ2/2P5/8/P5PP/2R2R1K b - - 0 25,e7f8 f5g5 e5g6 f1f8 e8f8 c6e7 g8h8 h6f8 a8f8 e7g6 h7g6 g5h6 h8g8 h6g6,2676,crushing discoveredAttack kingsideAttack middlegame pin sacrifice veryLong
8/7p/4pp2/2kp4/K1p2PP1/P3P2P/1P6/8 w - - 1 42,a4a5 e6e5 g4g5 f6g5 f4f5 h7h5 f5f6 c5d6,2676,crushing defensiveMove endgame pawnEndgame quietMove veryLong
5r1k/1b2bPpp/p2qp3/r6P/3NpP2/P2pB3/K7/1NQR1B1R w - - 1 26,d4b3 b7d5 f1d3 d5b3 a2b3 e4d3,2676,advantage long middlegame pin
Q2n2k1/4q2p/2b3pP/2pp1pP1/5P2/2P1r3/PPB2RK1/5R2 w - - 11 35,a8a3 d8e6 c2d1 e6f4 f2f4 e7g5 f4g4 d5d4,2676,crushing discoveredAttack discoveredCheck exposedKing middlegame veryLong
8/3Q1kpp/q3pp2/p7/2bPnP2/P3PN1P/1P4P1/6K1 b - - 4 31,f7g6 d7e8 g6h6 g2g4 a6b5 e8f7 e4d6 g4g5 f6g5 f4g5 b5g5 f3g5 d6f7 g5f7,2676,advantage endgame quietMove veryLong
rn4k1/pp4pp/2pbb3/3P4/6q1/1B1QPr2/PP3PPP/R1B2R1K w - - 0 15,g2f3 g4h3 f3f4 d6f4 e3f4 h3d3,2676,crushing long middlegame
5r1k/6pp/3b2r1/p5q1/8/PQ4P1/1P2BPK1/4RR2 w - - 0 33,f1h1 f8f2 g2f2 d6g3 f2f1 g5c5 b3f3 g6f6,2676,attraction crushing middlegame pin sacrifice veryLong
4K3/4P3/7p/8/1k6/p2r4/8/R7 b - - 4 55,b4b3 a1e1 a3a2 e8f8,2676,crushing defensiveMove endgame master quietMove rookEndgame short
r1bq1rk1/1pp2p2/p2p3p/2bnp1NQ/2BnP2B/P2P3P/1PP2PP1/R3K2R b KQ - 1 12,d4c2 e1d1 d8f6 c4d5 h6g5 h4g5,2676,advantage defensiveMove long middlegame
r4r1k/1R4pn/2p1qN1p/p2pPp2/P7/3P2QP/6P1/5R1K b - - 1 32,f8f7 g3g6 h7g5 f1b1 a8f8 h3h4 g7f6 h4g5,2676,crushing middlegame quietMove veryLong
8/6p1/1p2pp2/1P6/nk2N2P/5K2/7P/8 w - - 0 39,e4f6 g7f6 h4h5 a4c5 h5h6 c5d7 h6h7 d7e5 f3g3 e5f7 g3g4 b4c5 g4h5 c5d6,2676,crushing defensiveMove endgame exposedKing hangingPiece knightEndgame quietMove veryLong
1r3rk1/1pp3bp/4p1p1/Q2P4/8/2N3q1/PPP3P1/1K1R3R b - - 0 22,e6d5 a5d5 g8h8 c3e4 g3g4 h1h7 h8h7 e4g5,2676,advantage attraction middlegame sacrifice veryLong
2q4k/5r1p/2pB2p1/1pPp2p1/1P4P1/1Bb1nPKP/5R2/7Q b - - 1 33,c3b4 h1a1 h8g8 f2a2 b4c5 d6c5 c8c7 g3f2,2676,advantage middlegame quietMove veryLong
r6k/8/pK1pB2b/2p4Q/1qp4P/4RP2/PP3P2/8 w - - 2 36,b6c7 a8a7 c7d6 b4b8 d6d5 b8d8 d5c5 d8a5,2676,crushing endgame sacrifice veryLong
7r/2r5/5R1p/4k3/2p1P3/1pK3P1/4P3/5R2 b - - 0 55,e5e4 f6e6 e4d5 f1f6,2676,clearance crushing endgame rookEndgame short
8/8/8/8/4pp2/1Pnk4/3N2P1/4K3 w - - 10 59,d2f1 c3e2 f1h2 e2d4 h2g4 d4c2 e1f1 c2e3 g4e3 d3e3 f1e1 e3d3,2676,crushing defensiveMove endgame exposedKing knightEndgame master masterVsMaster quietMove veryLong
2q5/2P3k1/P2p4/1P1B4/3b4/8/7P/5R1K b - - 6 42,g7h6 f1c1 d4c5 b5b6 c8f5 d5g2,2676,crushing defensiveMove endgame long quietMove
K7/P3kp2/4p3/4P3/1r1p3R/8/8/8 b - - 1 63,f7f6 h4h7 e7e8 h7b7 b4a4 e5f6,2676,crushing endgame long rookEndgame
2r3k1/3P2pp/1R6/p7/P7/2p4P/1p3rP1/4R1K1 b - - 0 38,c8d8 g1f2 d8d7 e1e8 g8f7 e8c8,2676,advantage endgame long rookEndgame
2k4r/p2n4/bp2N3/2PP4/q3B1P1/5nN1/PP2QP1r/R2R1K2 w - - 1 27,e4d3 a6d3 e2d3 d7e5,2676,advantage master masterVsMaster middlegame pin short
4Rbk1/pp3p2/2p4p/6pQ/2P2B2/6P1/P4P1P/1q1r1BK1 w - - 6 26,h5h6 d1f1 g1g2 f1g1 g2f3 b1d1 f3e4 d1e2 e4f5 e2e8,2676,advantage middlegame skewer veryLong
8/7k/3P4/4Kppr/4p2P/8/8/7R b - - 0 57,h7g7 d6d7 h5h8 e5f5,2676,advancedPawn crushing endgame rookEndgame short
2B5/7p/3k2p1/3pppP1/7P/5K2/8/8 w - - 4 34,f3e3 d5d4 e3d3 d6d5 c8b7 d5c5 h4h5 e5e4,2676,bishopEndgame crushing endgame veryLong
3q3r/6kp/p1n2bp1/2p1pP2/3pP1Q1/6NR/PrP3PP/R5K1 b - - 1 21,c6e7 g3h5 g7f7 h5f6 f7f6 a1f1 b2b6 f5g6,2676,advantage discoveredAttack discoveredCheck middlegame pin quietMove veryLong
8/1p5p/p1p5/2Pk2p1/P2Pp3/4P1K1/6PP/8 b - - 4 31,h7h5 h2h4 g5h4 g3f4 a6a5 f4f5 h4h3 g2h3 h5h4 f5f4 d5c4 f4e4,2677,crushing defensiveMove endgame pawnEndgame veryLong
8/4k3/2p4K/pp1p2p1/P7/1P4PP/2P2P2/8 b - - 0 47,b5a4 b3a4 e7f6 h6h5 f6f5 g3g4 f5f4 h3h4 g5h4 h5h4,2677,crushing endgame exposedKing master pawnEndgame veryLong
k2r1r2/p5p1/BpR1n3/3p1q2/N2P2b1/P3P1B1/1P5P/2Q3K1 b - - 6 29,e6g5 a6b7 a8b7 c6b6 a7b6 c1c7 b7a6 c7b6,2677,attraction clearance mate mateIn4 middlegame queensideAttack sacrifice veryLong
7R/2Q4p/5ppk/2p5/1p3r2/7P/PP4PK/4q3 b - - 5 43,f4f1 c7h7 h6g5 h7h6 g5f5 g2g4 f5e4 h6g6 e4e3 h8e8,2677,crushing deflection endgame veryLong
4n1k1/5ppp/2q4P/1p2Q3/p1p5/6P1/1B3P2/6K1 b - - 0 34,f7f6 e5e7 b5b4 b2d4 g7h6 d4c5,2677,advantage endgame long
r4r1k/p4p2/bq3p1p/2p1pQ1P/4P3/5N2/PPB2P2/R3K1R1 w Q - 2 25,b2b3 a6c8 f3d2 c8f5,2677,advantage middlegame short trappedPiece
8/2R5/8/3kP3/5K2/2p5/8/2r5 w - - 4 59,f4f5 c3c2 e5e6 d5d6,2677,advancedPawn crushing endgame master rookEndgame short
8/p7/3p4/4p3/1K3k2/8/PPP2P2/8 w - - 1 36,b4c3 f4f3 c3d3 d6d5 c2c4 e5e4 d3d4 f3f2 c4c5 e4e3 c5c6 e3e2 c6c7 e2e1q c7c8q e1e4 d4c3 d5d4,2677,advancedPawn crushing endgame exposedKing pawnEndgame promotion quietMove veryLong
r1b1k3/p1p2p2/2p5/8/4P3/2NP2p1/PPPKQ2q/R1B5 w q - 0 18,b2b3 g3g2 c1a3 c8g4 a1g1 g4e2,2677,advancedPawn advantage long middlegame
8/6p1/4p1p1/pk2P2p/1p2KP1P/1P4P1/P7/8 b - - 6 60,a5a4 b3a4 b5a4 e4d3 a4b5 d3d4 b4b3 a2b3,2677,crushing endgame pawnEndgame veryLong zugzwang
5rk1/p7/3p4/2pPpB1Q/1p3P1P/3P4/PP1K2r1/n7 w - - 1 27,d2e3 f8f5 h5f5 a1c2,2677,advantage endgame sacrifice short
5rk1/p3pp1p/2p3p1/4b3/2B5/1NP2Pqb/PP2Q1P1/R4RK1 w - - 2 20,f1d1 g3h2 g1f1 h2h1 f1f2 h1g2 f2e1 e5g3 e1d2 g3f4 d2d3 h3f5,2677,crushing kingsideAttack middlegame pin veryLong
1b6/8/3kp3/2P2p2/PK6/8/1P5p/7B b - - 0 39,d6e5 a4a5 e5f6 b4c3 e6e5 b2b4 b8a7 c5c6 f6e6 b4b5,2677,bishopEndgame crushing defensiveMove endgame quietMove veryLong
4r1k1/p1p4n/5ppQ/4Bb1p/3P4/2P2B1P/q5PK/2R5 w - - 0 29,e5c7 h7g5 f3c6 e8e7 c7d6 g5f7 h6f4 e7e6,2677,advantage fork middlegame veryLong
6k1/pp4p1/7p/2Pp4/1P1r4/P4P1P/2B1RKP1/6Bq b - - 1 32,d4c4 c2g6 c4f4 b4b5,2677,crushing defensiveMove endgame quietMove short
8/4P3/p5k1/1p2Rp1p/2q5/P1r2P2/5KP1/4R3 b - - 4 38,c3c2 f2g3 g6g5 e5f5 g5f5 e7e8q c4c7 g3h3,2677,advancedPawn crushing defensiveMove endgame master promotion queenRookEndgame veryLong
8/6bk/2p3p1/2Pp2P1/1p1P2KP/4Q1N1/6q1/8 w - - 0 45,h4h5 g6h5 g4f4 g2h3,2677,crushing endgame master pin short
r4rk1/1b3ppp/p1q2b2/1pp2R2/6P1/P1PPB3/B1PQ2P1/R5K1 w - - 1 20,e3c5 f6c3 d2f2 c3a1 c5f8 a1d4 a2f7 g8h8 f8g7 d4g7,2677,advantage middlegame pin veryLong
r6r/pp2bQ2/6pk/2P4p/PP3Rbq/3B4/N1P1N2P/6K1 b - - 3 29,h4g5 h2h4 e7c5 g1g2,2677,crushing defensiveMove middlegame short
4r2k/r3p3/4Qpp1/1pqP3p/8/2P3P1/1PB4P/4R2K b - - 3 33,a7a2 e6f7 e8g8 c2g6 g8g6 f7f8 h8h7 e1e7 c5e7 f8e7,2677,advantage endgame exposedKing sacrifice veryLong
5r1k/p4qp1/1pnbpr1p/3p3P/1P1Pn1Q1/P2NRNP1/1B3PK1/5R2 w - - 16 27,d3e5 d6e5 d4e5 f6f5,2677,crushing middlegame short
1k3r1r/pbpp2b1/1p5p/n3qB2/Q2N1Np1/P1P1P3/1P3PPP/R4RK1 w - - 1 24,a4d7 b7c8 d7a4 f8f5 b2b4 e5e4 d4f5 c8f5,2677,advantage middlegame veryLong
8/p7/1pp1p3/5k1p/1P1K3P/P4PP1/8/8 b - - 0 40,a7a5 b4a5 e6e5 d4d3 b6a5 a3a4 e5e4 f3e4,2677,crushing endgame pawnEndgame quietMove veryLong zugzwang
8/p4pkp/1p4p1/4Q3/5P2/6PP/qP5K/8 b - - 3 37,g7h6 e5h8 a2e6 h8f8 h6h5 g3g4,2677,crushing endgame long queenEndgame
r2qr1k1/pp1b2pp/5p2/1N5Q/Pb1p4/7P/5PPB/R2K1BNR w - - 0 17,f1d3 e8e1 d1c2 a8c8 c2b2 b4c3 b5c3 d4c3 b2c2 g7g6,2677,advantage exposedKing middlegame veryLong
8/p6p/8/1p6/4P1p1/7k/PPP2K2/8 w - - 3 38,f2g1 h3h4 a2a4 a7a6 b2b3 b5b4,2677,crushing defensiveMove endgame long pawnEndgame quietMove
2kr3r/pRp3p1/2p1b3/8/4pP2/3PQ1Pp/P1qB4/1R5K b - - 0 23,d8d3 e3a7 c2b1 b7b1 d3d2 b1b8 c8d7 b8h8 d2d1 h1h2,2677,advantage middlegame skewer veryLong
r4rk1/1b3ppp/p7/bp1pnNP1/8/1NP1BP2/qPQ4P/2KR3R b - - 4 23,e5c4 f5e7 g8h8 d1d4 f7f5 g5f6 f8f6 d4h4 a2b2 c2b2,2677,advantage enPassant middlegame veryLong
r4rk1/ppq2p2/2p1ppnQ/7P/8/3P4/PP4P1/4RR1K b - - 0 23,g6h4 f1f4 f6f5 e1e3 c7f4 h6f4,2677,crushing long middlegame
2kr3r/Qpp2pp1/3b4/3q3p/8/4PP1P/PP3P2/R1B1K2R w KQ - 0 16,e3e4 d6b4 e1f1 d5b5 f1g2 b4c5 a2a4 b5b4 a7a8 c8d7 h1d1 d7e7 c1g5 f7f6,2677,advantage clearance master middlegame veryLong
8/k5K1/7p/8/5nPP/8/8/8 b - - 0 54,a7b6 g7h6 b6c7 h6g5 f4h3 g5f6 c7d7 f6f7 h3f2 g4g5,2677,crushing defensiveMove endgame knightEndgame veryLong
N1b2k2/pp4pp/3p2q1/3P2n1/1P5Q/2P5/P5pP/RN4K1 w - - 0 24,h4f2 f8g8 f2g2 c8h3 g2g3 h7h5 b1d2 h5h4,2677,crushing defensiveMove middlegame quietMove veryLong
1r1r3k/p5pp/4Qp2/2b1nN2/8/1Pnp4/P4PPP/R3R1K1 w - - 0 22,a1d1 c3d1 e1d1 b8b6 d1d3 e5d3,2677,crushing long middlegame
R4bk1/4qp1p/4p1p1/4P3/1PQ2n2/7P/6P1/7K b - - 1 33,f4g2 c4c5 e7c5 b4c5 g2e3 a8d8 e3d5 d8d5 e6d5 c5c6,2677,advantage endgame pin sacrifice veryLong
6k1/1p6/5RK1/r3P1P1/5P2/p3P3/8/8 w - - 2 40,f6d6 a5a6 g6f5 a3a2 d6d8 g8g7,2677,advancedPawn advantage defensiveMove endgame long master rookEndgame
4r3/1kpr1ppp/ppR1p1q1/2PP4/5Q2/5P2/5P1P/4R2K b - - 0 27,b6b5 c6a6 e6d5 a6g6 e8e1 g6g1,2677,advantage endgame long
b4r1k/6p1/p2P2Bp/qp2b3/8/1Q1P4/P4PPP/2B2RK1 w - - 1 29,c1a3 f8f2 b3c2 f2g2,2678,advantage kingsideAttack middlegame short
8/5pR1/p3pB2/4PkPp/2P5/1P2b3/r5PK/8 w - - 5 46,g7f7 f5g4 g5g6 a2a1,2678,crushing defensiveMove endgame master short
8/p7/5kp1/3qrp1p/P6P/2Q3P1/1P2R2K/8 b - - 3 39,d5c5 c3e5 c5e5 e2e5 f6e5 a4a5,2678,advantage defensiveMove endgame long
7R/1B6/P4r1p/2p5/2P4K/4kP2/2P5/r7 w - - 1 42,h4g4 a1g1 g4h3 f6f5 h8h6 g1h1 h3g4 f5f4 g4g5 h1g1 g5h5 f4f5,2678,crushing endgame veryLong
N5k1/pQ3pp1/1n3p2/3p3p/3P1bP1/4qN1K/P6P/5BR1 w - - 2 28,f1g2 h5g4 h3g4 f4d6 g2h1 e3e6 g4h4 e6f5 f3e5 g7g5,2678,master middlegame
8/2pprN1p/2b2rp1/1p1q4/1Pk5/8/Q1P3PP/6RK b - - 1 35,c4d4 a2b2 d4e4 b2f6,2678,advantage middlegame short skewer
8/p7/1p6/7p/PP3K2/2P4k/8/8 b - - 0 41,h5h4 f4f3 a7a5 b4b5,2678,crushing defensiveMove endgame pawnEndgame short
2k5/pp6/5q2/2pPp2Q/3pP3/3P2PK/PP6/8 w - - 1 30,h5f5 f6f5 e4f5 c5c4 d3c4 d4d3 f5f6 c8d8 d5d6 d8e8,2678,crushing defensiveMove endgame queenEndgame veryLong
2b1Rq2/5pkp/2Q2p2/2p5/2p2P2/2P2BP1/r6P/6K1 b - - 3 27,a2a1 g1f2 a1a2 f2e3 c8b7 c6d7 f8e8 d7e8 b7f3 e3f3,2678,crushing defensiveMove endgame trappedPiece veryLong
r1b2rk1/pppp1p1p/2n1pQ2/4P1N1/3P2P1/8/PPP2PP1/R3KB1q b Q - 0 14,c6d4 e1c1 h1h4 g2g3,2678,castling crushing middlegame short
7r/Q1p1kp2/1p1q1npb/3b4/8/1BP1B3/PP3PPP/RN3RK1 w - - 3 18,b1d2 h6e3 f2e3 d6h2 g1f2 h8a8 b3d5 a8a7,2678,advantage middlegame trappedPiece veryLong
3r2k1/p3bpp1/1pp4p/4P3/5B1P/PB4P1/1P2QP1K/1q6 b - - 6 35,e7c5 b3c2 b1a2 b2b4 a2a3 b4c5,2678,advantage endgame long
r7/3k1p2/2n1p3/p2p1P2/N2P4/2PR1p1r/P4P2/4R1K1 w - - 1 29,f5e6 d7e7 e6f7 e7f7 d3f3 h3f3,2678,advantage defensiveMove endgame long
1k1r1b1r/p1p1p3/Q1p2p2/3q1b1p/3P2P1/5N2/PPP2PPB/R3R1K1 b - - 0 16,h5g4 c2c4 f5c8 h2c7 b8a8 c4d5 c8a6 c7d8,2678,crushing middlegame queensideAttack veryLong
6k1/5p2/2qp2P1/p5Q1/1pp1r3/8/1P3RP1/6K1 b - - 0 37,e4e1 g1h2 f7f6 g5f6 c6e8 f6h4,2678,advantage endgame long
8/2k2R2/pp3R2/2p5/3p4/7K/q7/8 b - - 1 47,c7d8 f7a7 a2g8 f6h6 g8e8 a7a8,2678,crushing endgame long queenRookEndgame
8/4k3/3R1p2/2P5/3KP1pP/7r/P7/8 w - - 1 35,d4d5 g4g3 c5c6 g3g2 d6d7 e7f8,2678,advancedPawn advantage endgame long rookEndgame
Q2r3r/1p1k1ppp/5q2/4p3/1BB5/2P1P3/P4PbP/3R2K1 b - - 3 22,d7c6 a8a4 c6c7 g1g2 d8d1 a4d1,2678,advantage long middlegame
8/1b5k/p3PN1p/1pP2P2/3p4/P2Bn3/1P1K4/r7 b - - 0 43,h7h8 e6e7 b7c6 d3e4 e3f1 d2d3 a1e1 e4c6,2678,advancedPawn advantage defensiveMove endgame veryLong
8/8/p5bp/4Pp2/2kp1P2/P6P/2N2K2/8 w - - 2 49,f2e1 c4c3 c2b4 g6f7 e5e6 f7e6,2678,crushing endgame long quietMove
8/8/8/p4k2/1p2pp2/1P2P3/P4PK1/8 w - - 2 39,g2h3 f5g5 e3f4 g5f4 h3g2 f4e5 g2f1 e5d4 f1e2 d4c3 e2e3 c3b2,2678,crushing endgame master pawnEndgame veryLong zugzwang
K7/3P2pk/1B2n3/7p/8/8/5P2/8 b - - 0 51,h7g8 f2f4 g7g6 b6f2,2678,clearance crushing defensiveMove endgame quietMove short
r2q1rk1/pp3ppp/2pp4/7b/3QP3/1B3P2/PP3P1P/R1B2RK1 w - - 1 15,g1h1 h5f3 h1g1 d8d7 d4d6 d7d6,2678,crushing long middlegame quietMove
3rk1r1/3qbp2/p4p1p/2nN4/1PP5/8/5PPP/R2Q1RK1 b - - 0 22,c5e4 d1e2 f6f5 f2f3 d7a7 g1h1,2678,advantage defensiveMove long middlegame
r7/1r3p1k/4p1pp/1q1pQ3/1P1R2R1/p4PP1/P5KP/8 b - - 1 38,b7b8 g4h4 g6g5 h4h6 h7h6 e5f6 h6h7 f6f7,2678,attraction crushing endgame sacrifice veryLong
4r1k1/p4p1p/1p1P4/2p5/6P1/2P5/P5K1/3R4 b - - 2 33,e8d8 g2f3 d8e8 g4g5,2678,crushing defensiveMove endgame master rookEndgame short
8/4qpkp/2Pp2p1/2PBb2P/1p4P1/1P3Q2/r2r1PK1/4RR2 w - - 1 35,e1e4 d2d5 h5h6 g7h6 c5d6 e7d6,2678,crushing hangingPiece long middlegame
2r2rk1/1p6/p4p1R/3p2b1/6Q1/2P5/q5P1/5R1K b - - 1 28,c8c6 h6g6 g8f7 g6g5 f8h8 h1g1,2678,crushing defensiveMove long middlegame pin
r2q4/1pp2p1k/p2p1b2/3P1P1p/2PBr2P/8/PP1Q4/2K3RR w - - 1 24,g1g5 e4d4 g5h5 h7g8 d2h6 d4g4,2678,crushing long middlegame
8/p2k4/7p/1pr5/5PKP/P3R3/8/8 w - - 0 37,e3e5 c5e5 f4e5 a7a5 g4f3 a5a4,2678,crushing defensiveMove endgame long quietMove rookEndgame
1r5k/p5p1/5N1p/4p3/2Q4P/K1PP1p2/P1R5/3q4 w - - 6 45,f6d7 d1c2 d7b8 c2c1 a3b3 c1b1 b3a4 b1b8 c4f7 b8a8,2678,crushing defensiveMove endgame exposedKing skewer veryLong
5r2/6pk/2p3rp/3p4/3Pp2q/4P2P/1QR2PPK/5R2 w - - 20 38,b2b7 h4g5 f1g1 f8f2 c2f2 g5g3 h2h1 g3f2,2678,attraction crushing endgame fork sacrifice veryLong
8/8/7p/8/4Q2P/1k4P1/3p1P1K/2q5 w - - 5 46,e4b7 b3a2 b7d5 a2a1,2678,crushing defensiveMove endgame queenEndgame short
8/8/3Pr3/8/5p1b/2P2Bk1/7p/3R1K2 w - - 7 59,f3h1 e6e3 d6d7 e3c3,2678,crushing endgame short
2k1r1r1/1p1n2bp/p3p1p1/q1Pn4/N2R4/1P3QP1/PB4BP/2K3NR w - - 3 20,d4c4 a5e1 f3d1 g7h6 c4f4 h6f4 g3f4 e1d1 c1d1 d5e3 d1e2 e3g2,2678,advantage attraction exposedKing fork middlegame veryLong
2bq2k1/6bp/p1n3p1/1pN2p2/2Pp2n1/1P1P1NP1/PB2rPBP/1RQ3K1 w - - 1 20,h2h3 g7h6 c1d1 e2f2 h3g4 h6e3,2678,advantage defensiveMove long middlegame sacrifice
8/5pk1/p6p/rB6/PP3PP1/6K1/8/8 b - - 0 58,a5b5 a4b5 a6b5 f4f5 f7f6 g3f4 h6h5 g4g5,2678,crushing endgame master quietMove veryLong
1k3r2/1p6/p3p1QP/q2pP3/1b1P4/P1N1K3/1P3rP1/R6R w - - 2 24,h6h7 b4c3 b2c3 f2g2 g6g2 a5c3,2678,advantage long middlegame sacrifice
3k4/2R5/3K1npp/5p2/5P2/8/5P1P/8 w - - 8 48,c7g7 f6e8 d6e5 e8g7 e5f6 g7e8 f6g6 d8e7 g6f5 e7f7,2678,crushing defensiveMove endgame fork veryLong
Q1bq1rk1/5ppp/3bpn2/1p6/3np3/2B2P2/PP4PP/2KR1BNR w - - 0 14,c3d4 d8c7 c1b1 c8b7 a8a7 f8c8,2678,advantage clearance defensiveMove long opening
6r1/1nk5/2p1Q3/4pB1p/4P2P/2P1P3/4K1r1/8 w - - 0 43,e2d1 b7c5 e6e5 c7b6,2678,crushing defensiveMove endgame master short
8/P7/1Pbb4/4kppp/B1K5/2N2n2/7P/8 b - - 1 41,c6b7 a4d7 f3d2 c4b5,2678,advantage endgame master short
2r3rk/pQ5p/4q1n1/2Rp1p2/1P1P4/P2BP3/5PpP/4R1K1 w - - 4 25,e1c1 g6f4 b7g7 h8g7,2678,crushing master middlegame short
8/6PR/8/1p6/p1b2pk1/P6p/4pK2/8 b - - 0 72,f4f3 h7h8 b5b4 a3b4,2678,advantage endgame short
2r1kbr1/1p3p2/p3bn2/4N1q1/2P5/6P1/PP3PQ1/3RR1K1 b - - 0 25,c8d8 d1d8 e8d8 g2b7 f6e4 e1e4,2678,crushing long middlegame
r1b2rk1/ppqnbpp1/2p1p2p/8/3P4/2PBBQ1P/2PKN1P1/R4R2 b - - 7 17,c6c5 f3e4 g7g6 f1f7 f8f7 e4g6 f7g7 g6e6,2678,advantage capturingDefender discoveredAttack kingsideAttack middlegame sacrifice veryLong
8/1p2k3/p1p2p2/3p1Pp1/PPPP2P1/3K4/8/8 w - - 1 44,b4b5 d5c4 d3c4 c6b5 a4b5 e7d6 b5b6 d6c6,2678,attraction crushing endgame pawnEndgame veryLong
5r1k/ppb3pp/2p5/6qB/1P2p3/P1Q3Pb/2PN1P1P/4R1K1 w - - 2 25,h5e2 c7b6 d2e4 g5f5 c3f3 f5f3 e2f3 f8f3,2678,crushing middlegame veryLong
2r2rk1/pb3p1p/4pBp1/P1p5/1pP2P2/1P1B2PQ/q5P1/1R5K b - - 0 29,f8d8 b1g1 h7h5 d3g6 b7g2 g1g2,2678,crushing long middlegame quietMove
r5k1/1pq2rp1/p1b1pP2/3p2Q1/Pn3R2/2N5/1PP3PP/5R1K b - - 2 24,e6e5 f4h4 c7e7 h4h6,2679,advantage defensiveMove middlegame pin short
N5k1/pb4pp/7q/3p2r1/2P5/4p1P1/PP5P/R2Q1R1K w - - 0 24,a8c7 d5c4 f1f3 h6f6 h1g1 b7f3,2679,crushing discoveredAttack discoveredCheck long middlegame pin
1k1r1r2/ppp3pp/3b2q1/3R4/Q7/2P1PNPb/PP2BP1P/R5K1 w - - 1 20,f3d4 g6f7 e2f3 c7c5 d4f5 h3f5,2679,advantage long middlegame
4q1k1/p2r1rp1/1p1B1b1p/4p3/6Q1/7P/PP3PP1/4RRK1 w - - 1 27,g4b4 e8e6 e1d1 d7d8,2679,crushing middlegame short
6k1/p4p2/1p2p3/1Pn1P3/2K5/4B3/6P1/8 b - - 3 43,g8f8 e3c5 b6c5 c4c5 f8e7 c5c6 f7f6 e5f6 e7f6 c6d6 e6e5 d6d5,2679,crushing endgame veryLong
rnb1k2r/ppp1np1p/1b6/3N4/2q5/5Q2/PPP3PP/4RR1K b kq - 5 15,b8c6 e1e7 e8d8 e7f7,2679,advantage deflection middlegame short
5r1k/1R1b1pp1/4p2p/q2pP3/p1rN1Q1P/6R1/P4PP1/6K1 b - - 6 27,d7e8 g3g7 a5e1 g1h2 h8g7 d4e6 g7h7 e6f8 h7g8 f4f6 c4h4 f6h4,2679,advantage kingsideAttack master middlegame pin sacrifice veryLong
