FEN,Moves,Rating,Themes
r3r1k1/pp3pbp/2pp1np1/q1n3B1/4P1bP/P1N2N2/1PPQ1PB1/1K1R2R1 b - - 1 14,a8d8 g5f6 g7f6 c3d5 c6d5 d2a5,2410,advantage discoveredAttack long master masterVsMaster middlegame
4r1k1/pp3rp1/8/6q1/2Q3P1/2P1R3/PP6/2K1R3 w - - 3 31,c4e2 f7e7 e2c4 g8h7 e1h1 h7g6 c4d3 e7e4 h1e1 g6f7 e1f1 f7g8,2410,advantage defensiveMove endgame pin veryLong
4r2r/p2qnkpp/1p1b4/8/2NPQ3/1PP2P2/P5PP/3RR1K1 b - - 1 22,e7g6 e4d5 e8e6 c4e5 g6e5 d4e5 d7c8 e5d6,2410,advantage fork middlegame veryLong
8/8/1R6/p1r5/1k2Kp2/5P2/7P/8 b - - 1 47,c5b5 b6b5 b4b5 h2h4 a5a4 e4d3,2410,crushing defensiveMove endgame long quietMove rookEndgame
r2k3r/5ppp/p2b1n2/3p4/Q1pP2BN/3q2P1/5PK1/1R5R b - - 2 27,f6g4 a4c6 d3e4 h4f3 g4e3 f2e3,2410,advantage defensiveMove fork long middlegame
3q1r1k/3Q2pp/7r/1Np1B1N1/P7/1P2n3/6P1/R4R1K w - - 1 24,e5h2 f8f1 a1f1 h6h2 h1h2 e3f1 h2g1 d8d7,2410,attraction crushing middlegame veryLong
4R3/1pp3k1/1p6/4pr2/2P5/4pr1P/PPP2PK1/5R2 w - - 2 29,e8e7 g7f6 e7e8 f3f2 f1f2 f5f2,2410,crushing defensiveMove endgame long rookEndgame
2q3k1/2r2ppp/4p3/1B2P1n1/P2p4/Q4PP1/6KP/4R3 w - - 0 32,h2h4 c7c3 a3e7 g5f3 e1e4 c3c2,2410,crushing endgame long
7r/5R2/4R3/p3Pp1k/2p3pp/6PP/r4P2/6K1 b - - 1 31,h5g5 f2f4 g4f3 f7g7 g5h5 g3g4 f5g4 h3g4,2410,endgame mate mateIn4 rookEndgame veryLong
8/8/4kp2/1p4p1/1P2K1P1/2P5/8/8 b - - 1 64,e6d6 e4d4 d6e6 c3c4 f6f5 g4f5,2410,crushing endgame long pawnEndgame
r2n1rk1/2p1b1p1/p2q2p1/1p1PNp2/5B2/2P4P/PPB2PP1/R2Q2K1 b - - 2 21,d8f7 e5f7 d6f4 g2g3,2410,advantage middlegame short
2R5/5p1k/4n1p1/p1p1P2p/4Q2P/P3B1PK/4qP2/3r4 w - - 0 38,c8a8 e6f4 h3h2 e2e1,2410,crushing endgame master masterVsMaster short
R3N3/5p1p/p3b1pk/1p2P3/1b3PP1/r6P/6BK/8 b - - 0 40,a3a2 e8f6 a2g2 h2g2,2410,crushing endgame master short
5rk1/5p1p/1Q2p1p1/pN4b1/2P1b2q/P1BrN2P/5PP1/2R1R1K1 w - - 1 28,e3g4 e4g2 e1e3 g5e3,2410,crushing middlegame short
r3k2r/ppq1bppp/5n2/2P1n3/N2pP1b1/3B1N2/PP1B1PPP/R2Q1RK1 w kq - 7 13,d2f4 e5f3 d1f3 c7d7,2410,advantage middlegame short
r4rk1/p6p/4p1p1/3pB3/5P2/2P4Q/3q1bP1/1R2R2K b - - 4 26,f2e1 b1b7 f8f7 b7f7,2410,crushing middlegame short
6k1/1p2rp2/2pQ4/p5qp/P5b1/2P5/5PP1/R4BK1 b - - 1 34,h5h4 f2f4 e7d7 d6d7,2410,crushing endgame short
q4rk1/2p1nppp/3b4/1b2p2Q/1n2N3/1B1P4/5PPP/1NB2RK1 b - - 1 18,e7g6 e4g5 h7h6 g5f7 f8f7 h5g6,2410,advantage capturingDefender long middlegame pin
8/8/5b2/3K4/4Pp1k/2p2Pp1/2P3B1/8 b - - 2 47,f6e7 d5e6 e7d8 e6f5,2410,bishopEndgame crushing endgame short
8/8/p2k1p2/1p4pp/1P1KP3/P5P1/7P/8 b - - 0 34,d6c6 e4e5 f6f5 e5e6 c6d6 e6e7 d6e7 d4e5 f5f4 g3f4 g5g4 e5f5 e7d6 f5g5,2410,advancedPawn crushing endgame pawnEndgame veryLong
2k3r1/1p1q1pr1/5p2/1R3P2/P2pQ3/3B2b1/2P2P2/1R4K1 w - - 0 28,b5b7 g3c7 g1f1 g7g1 f1e2 g1b1 b7b1 g8e8,2410,advantage discoveredAttack discoveredCheck master middlegame pin veryLong
r4rk1/ppp2ppp/3p1B2/1q6/2b3P1/7P/P2Q1P2/R3NRK1 b - - 0 19,c4f1 a2a4 b5c5 a1c1 g7f6 c1c5,2410,advantage long middlegame
6k1/4b1p1/2R5/P4r1p/1P4rP/2P3B1/4p1P1/4R2K w - - 2 38,h1h2 e7h4 g3h4 g4h4 h2g1 f5f1 e1f1 h4h1 g1h1 e2f1q,2410,advancedPawn advantage attraction deflection endgame promotion sacrifice veryLong
8/PK5r/2N5/2k5/8/8/P7/8 w - - 1 56,b7b8 c5c6 a7a8r c6b6 b8c8 h7h8 c8d7 h8a8,2410,crushing endgame skewer veryLong
2R5/p4pkp/3P2p1/4Q3/8/7P/P5PK/3q1r2 b - - 6 34,f7f6 e5e7 g7h6 e7f8 h6g5 c8c5,2410,crushing endgame long
8/2p5/5p2/p1p1k3/2P2P2/1P2K3/P7/8 b - - 0 41,e5f5 e3f3 f5g6 f3e4 c7c6 a2a3 g6g7 e4f5 g7f7 a3a4 f7g7 f5e6,2410,crushing endgame pawnEndgame quietMove veryLong zugzwang
8/3k3R/2p5/pp1p4/4rP2/P1P2K2/1P6/8 b - - 1 36,e4e7 h7e7 d7e7 b2b4 a5b4 a3b4,2410,crushing endgame long rookEndgame
2r3k1/6p1/8/pp1pNpp1/1q1PnP2/3QP1P1/PP5R/1K6 w - - 3 26,a2a3 b4e1 b1a2 c8c1 d3b5 e4c3 b2c3 c1a1,2410,crushing endgame queensideAttack quietMove sacrifice veryLong
r1b2bkr/1p1p2pp/p1n1p3/4P2Q/3N4/q2BP3/P1PN2PP/5RK1 b - - 3 14,a3e7 d4f5 e6f5 d3c4 d7d5 e5d6,2410,advantage discoveredAttack discoveredCheck enPassant long middlegame sacrifice
8/8/pp3p2/2k1pp1p/2P3PP/P2K1P2/8/8 b - - 0 45,e5e4 d3e3 f5g4 f3g4 h5g4 h4h5 g4g3 h5h6,2410,crushing defensiveMove endgame master pawnEndgame quietMove veryLong
8/5p2/4b2p/4P3/2k2KPP/p7/8/B7 b - - 2 46,c4b3 h4h5 b3c2 g4g5,2410,bishopEndgame crushing endgame master quietMove short
8/7R/5p2/p1Pp1k2/P2P1n2/BP2KP2/7P/6r1 w - - 5 38,c5c6 g1g2 h7h5 f4h5 c6c7 g2g8,2410,advantage defensiveMove endgame long
8/5p1k/bn2p1pP/3pP1P1/2pP4/1qP1Q2B/p4P2/2N3K1 b - - 1 39,b3b1 e3f4 f7f5 e5f6 b6d7 h3f1 b1f5 f4f5 g6f5 c1a2,2410,advantage enPassant endgame veryLong
r4rk1/ppp1Bp2/3p2b1/4n3/4Nb1P/6R1/PP3PP1/R4BK1 b - - 2 20,f8e8 e4f6 g8g7 f6h5 g7h6 h5f4,2410,advantage fork long middlegame pin
2r4r/p2R1pk1/6p1/4p2p/5q1P/1B1Q4/PP1K1PP1/6R1 w - - 5 28,d3e3 f4b4 d2e2 b4g4 f2f3 g4d7,2410,advantage exposedKing fork long middlegame
3qr1k1/5bb1/5pNp/4p1pP/pB1p4/P4Q2/1P3PP1/1KR5 b - - 4 33,d8d5 g6e7 e8e7 c1c8,2410,advantage fork master middlegame sacrifice short
3q3r/p1p2ppp/1r2b3/4p1PP/2Pp1k2/b2P1PB1/PP1NP3/R4KNR b - - 0 19,f4g3 e2e3 e5e4 d2e4,2410,mate mateIn2 middlegame short
r5k1/8/p6p/4q3/1P1R1pQ1/7P/6PK/8 b - - 1 38,e5g5 g4e6 g8h8 d4d5 g5g3 h2h1,2410,crushing endgame long
1r3r1k/pbp3b1/1pqp2QN/4Pp2/8/2P3B1/PP3PPP/R3R1K1 w - - 1 26,g3h4 d6e5 g6c6 b7c6,2410,advantage middlegame short
r1bq1rk1/pp3ppp/2pp1n2/4p1B1/2P1P1N1/2N4P/PPP2bP1/R2QK2R w KQ - 0 11,e1f2 f6g4 d1g4 f7f6 g4g3 f6g5,2410,advantage discoveredAttack discoveredCheck long middlegame
8/1p6/p1p1r1kp/P2p3R/1P1P2P1/4PK2/8/8 b - - 11 63,e6e4 h5e5 e4e5 d4e5 g6f7 f3g3,2410,crushing defensiveMove endgame long rookEndgame
3r4/8/3B4/2K2P2/4P1k1/8/8/8 b - - 22 57,g4h5 c5d5 d8a8 e4e5,2410,crushing defensiveMove endgame short
2kr2r1/ppp3pp/3bq3/1N2nb2/3Q1B2/8/PPP2PPP/R3R1K1 b - - 5 15,e5c6 b5a7 c6a7 e1e6 f5e6 d4a7,2410,advantage long middlegame queensideAttack
r4r2/2q5/3p1bk1/1p1P1b1n/1P1Q2p1/p3N3/B1PBN1P1/R4RK1 w - - 2 30,e2f4 h5f4 d4f4 f6e5,2410,advantage middlegame short
1Q6/5nkp/1P4p1/p1q5/P5b1/6P1/5P1P/3R2K1 w - - 1 36,d1e1 f7g5 b8c7 c5c7 b6c7 g5f3,2410,advantage endgame long quietMove
r3r1k1/ppb3pp/2p3q1/2Pp1p1n/3P3N/8/PPBN1n2/R1BQ1K1R w - - 0 21,f1f2 c7g3 f2f1 g3h4 h1h4 h5g3,2410,advantage long middlegame
5r1k/7p/p2pB3/3Pb1p1/4p2q/1P2B3/P1Q2P2/2R3K1 w - - 0 31,f2f4 h4g3 g1h1 g3f3 c2g2 f3e3,2411,crushing exposedKing fork long middlegame
r4q1k/2bn2p1/2p3pp/1pP5/1P1B2P1/1Q1P1r1P/5PB1/4RRK1 w - - 0 27,g2f3 f8f4 d4g7 h8h7 e1e5 d7e5 g7e5 c7e5 f1e1 f4f3,2411,crushing fork master middlegame veryLong
8/p7/4p3/2N1Pk1p/1P1pnP2/6PK/8/8 w - - 0 44,c5e4 f5e4 h3g2 h5h4 g3h4 e4f4,2411,crushing deflection endgame long
4r1k1/2p3pp/8/pp4P1/2qb1P1P/2N4Q/1K1B4/3R4 w - - 2 28,h3d7 e8e2 d7c8 g8f7,2411,crushing middlegame pin short
3Q4/5pkp/1p4p1/7P/2p5/5P2/Pq2rPK1/5R2 b - - 0 38,c4c3 h5h6 g7h6 d8f6 e2f2 f1f2,2411,advantage endgame long
1r6/5pkp/6p1/3pP3/Q7/P1q4P/bPPR2P1/2K4R w - - 1 28,a4d4 b8b2 e5e6 f7f6,2411,crushing defensiveMove endgame short
8/8/4ppkp/3p2p1/3P2K1/4P1PP/r4P1R/8 w - - 4 43,h3h4 h6h5 g4f3 g5g4 f3g2 a2a1 h2h1 a1h1 g2h1 g6f5,2411,crushing defensiveMove endgame quietMove rookEndgame veryLong
3r2k1/2p1q1b1/1p2p1P1/p2Pp3/P1P1Q3/5rKp/7P/R2R4 w - - 0 28,g3f3 d8f8 f3e2 f8f4 e4e3 e7h4,2411,crushing defensiveMove endgame long
3rR1k1/pp3pp1/2n4p/2p2P2/6P1/1Br5/P5K1/4R3 b - - 1 27,d8e8 e1e8 g8h7 b3f7 g7g5 f5f6,2411,advantage endgame long
2kr1b1r/pp1n1p2/2p3p1/4N3/5B2/2P5/PP2QPqP/2KR3R b - - 0 16,d7e5 d1d8 c8d8 h1d1 e5d7 e2e5,2411,attraction crushing long middlegame pin queensideAttack
6k1/6p1/2pN2p1/3pP3/3P2P1/RK1n4/8/7r b - - 3 36,h1h3 a3a8 g8h7 e5e6,2411,advantage endgame short
5rk1/6p1/p1PP3p/8/3Rp3/4q3/6QK/5R2 b - - 7 38,f8f1 d4e4 e3d3 e4e8 g8h7 g2e4 d3e4 e8e4,2411,crushing endgame veryLong
2kr3r/ppp2ppp/8/8/8/1P2bBPq/PBPP1P1n/R2QK2R w KQ - 0 15,h1h2 e3d2 d1d2 h8e8 f3e2 h3h2 e1c1 d8d2,2411,advantage master middlegame sacrifice veryLong
Q7/4q1bk/3pP2p/2p4P/2P3p1/p5B1/3r2P1/4R1K1 w - - 3 35,a8a3 g7d4 g1h2 e7b7,2411,crushing endgame master masterVsMaster short
8/8/4k1p1/p1p3Pp/4K3/PP4P1/8/8 w - - 0 45,a3a4 e6d6 e4d3 d6d5 d3c3 d5e4 c3c4 e4f3 c4c5 f3g3 b3b4 a5b4,2411,crushing endgame master pawnEndgame veryLong zugzwang
8/pp6/4p3/2k1K2p/7p/2P5/PP4P1/8 b - - 1 37,b7b5 b2b3 a7a5 e5e6,2411,crushing endgame pawnEndgame quietMove short
r4rk1/5ppp/1pqb4/p1pR4/8/1Q2B3/PP3PPP/3R2K1 b - - 1 25,f8d8 b3d3 c6d5 d3d5 d6h2 g1h2 d8d5 d1d5,2411,advantage middlegame veryLong
r3kb1r/2qn1ppp/p3P3/1p1p2B1/8/5N2/PPP1Q1PP/2K2B1R b kq - 0 15,d7b6 e2b5 a6b5 f1b5 c7d7 e6d7,2411,advancedPawn crushing long middlegame sacrifice
5r1k/1r3qpp/8/Q1p1p3/P2bP3/1P3P1P/K2B2P1/1RR5 w - - 1 34,d2c3 f8b8 c3d4 b7b3 a5d8 b8d8,2411,crushing long middlegame quietMove sacrifice
1R1Q4/5ppk/5n1p/3p3q/r3b3/4P1P1/5P1P/1R3BK1 w - - 5 37,b1b6 h5f3 d8h8 h7g6 b6f6 f3f6,2411,crushing long middlegame
r4r1k/1p1q2bp/p1bp4/2p1pNQ1/8/3P2P1/PPP4P/1RB2RK1 w - - 1 20,f5g7 d7h3 f1f2 f8f2 g1f2 a8f8 f2e1 h3f1 e1d2 b7b5,2411,attraction crushing defensiveMove middlegame veryLong
6rk/1p4qp/1Pp1p3/2Pp4/3PpP1b/4P3/1B3Q1P/R6K w - - 7 32,f2f1 g7g4 b2c3 g4f3 f1f3 e4f3,2411,crushing endgame kingsideAttack long
r3r3/p2k1pQ1/5n2/3p1qp1/1npP4/2N2PP1/1PPK4/4RB1R w - - 3 25,g7f7 d7c6 f1d3 f6e4 d3e4 f5f7,2411,advantage defensiveMove discoveredAttack long middlegame
8/6pp/P7/1R1n1k2/8/r7/2KB4/8 b - - 2 47,f5e6 b5a5 a3f3 a6a7 d5c7 a5c5,2411,advancedPawn crushing endgame long
r4k1r/pp1P1pb1/8/1P1b4/8/1P5p/5BPP/2R1R1K1 b - - 0 34,a8d8 e1e8 d8e8 f2c5,2411,crushing middlegame sacrifice short
2rq1rk1/p2bpp1p/3p2p1/1pnB1P2/3Q2P1/6NP/PPP5/2KR3R b - - 0 19,a7a5 g3h5 g6h5 g4h5 e7e5 f5e6,2411,crushing enPassant long middlegame quietMove sacrifice
r3r1k1/pb1q1p1p/1p4p1/2p5/P1B4P/2n1PNQ1/5PP1/R4RK1 b - - 2 23,c3a4 f1d1 d7e7 a1a4,2411,advantage middlegame short
8/5ppp/3k4/p7/1p6/1PN3PP/5P1K/8 w - - 0 43,c3e4 d6d5 f2f3 f7f5,2411,advantage defensiveMove endgame knightEndgame short
r1b2Q1N/p1pk2pp/8/3Pq3/2p1n3/8/PP1P1bPP/RNB2K1R w - - 4 15,h8f7 e4g3 f1f2 g3h1,2411,crushing middlegame short
8/8/8/4p1Pb/p2kP3/6K1/3B4/8 w - - 1 55,g3h4 h5g6 d2b4 d4e4 b4d6 e4d5,2411,bishopEndgame crushing endgame long
r1k5/p1p3pp/1pq3b1/1N6/5R2/1Q1P4/PPP1r1PP/6RK b - - 2 24,e2c2 f4f8 c8b7 f8a8 b7a8 b5d4,2411,advantage long middlegame
6k1/p6p/2q3p1/1p3p2/P1rp3P/1Q4P1/1P3P2/4R1K1 b - - 2 34,b5a4 b3b8 g8f7 b8h8,2411,crushing endgame short
5br1/7R/5B2/3P4/5Np1/1P1KPrk1/8/8 b - - 0 41,f8d6 f6h4 g3h2 h4e7 h2g1 e7d6,2411,crushing discoveredAttack discoveredCheck endgame long
r2q1rk1/3bp2p/p2p1npQ/2pPn3/1p2P3/2N2P2/PPP1B1P1/2KR2NR w - - 0 16,f3f4 e5f7 h6h2 b4c3,2411,crushing master middlegame short
6rk/p4Qp1/4p2p/2p1P1qN/2n5/7P/P4PP1/3R2K1 w - - 0 32,d1d7 g5c1 g1h2 c4e5 f7e6 e5d7,2411,crushing endgame fork long master
3b4/8/ppk5/4p3/PPK1P1Pp/6p1/5B1P/8 w - - 0 33,h2g3 b6b5 a4b5 a6b5 c4d3 h4h3,2411,bishopEndgame crushing endgame long
4Q3/5prk/P2qp2p/3nN3/1p1p4/r4P2/4R1PP/4R2K b - - 4 44,d6b6 e5f7 g7g8 e8d7,2411,crushing master masterVsMaster middlegame short
5r2/2p2ppk/p3q2p/1p5Q/6RN/6RP/Pn4PK/3r4 b - - 9 29,g7g6 h4g6 f8g8 g6f4 g8g4 f4e6,2411,crushing long middlegame
1b3rk1/5pp1/5n2/1qN1pP1p/1p6/1P4Q1/1PP2PPP/R2R2K1 w - - 6 24,g3e3 f6g4 c2c4 b5c6 e3d2 c6c5 h2h3 g4f6,2411,advantage defensiveMove middlegame veryLong
r5k1/pp4pp/2b3r1/4Pp2/2Qp1Bq1/6P1/PP3P1P/3RR1K1 b - - 1 23,g8f8 e5e6 f8e7 f4d6,2411,crushing middlegame short
r5k1/3b1ppp/p7/3p4/1P2n3/P1qBP2P/5PP1/R2QK2R w KQ - 2 20,e1f1 d7a4 d1e1 c3d3,2411,advantage master middlegame short
8/1R6/6P1/5K2/1P1k4/1r6/4p3/8 w - - 0 42,b7e7 b3f3 f5g5 f3e3 e7e3 d4e3 g6g7 e2e1q,2411,advancedPawn crushing endgame promotion rookEndgame veryLong
5bk1/ppp4p/1r1q2pP/P7/3PQ3/2P5/1P6/1K3R2 b - - 0 36,d6e6 e4f3 e6f5 f3f5 g6f5 a5b6,2411,advantage endgame long
8/2r5/2Pk1p1p/3P1Pp1/1p1R2P1/4p2P/2K5/8 w - - 0 48,c2b3 e3e2 d4e4 c7e7 c6c7 e7e4,2411,advancedPawn crushing endgame long rookEndgame
r6k/1bq3pp/p2pQbP1/5N2/1p1NP3/8/PP3r1P/1K1R3R b - - 2 24,h7g6 d1d3 c7f7 e6f7,2411,crushing master masterVsMaster middlegame quietMove short
r5k1/pb5p/1p2q1p1/2pPbp2/2P3n1/2BB2PP/PP2Q3/5R1K b - - 0 29,b7d5 c4d5 e6d5 f1f3 g4f2 e2f2,2411,advantage long middlegame
1Q6/5rpk/p2R3p/2P1npq1/P3p3/6P1/5PBP/6K1 w - - 5 35,d6a6 e5f3 g2f3 g5c1 g1g2 e4f3,2411,crushing endgame intermezzo long sacrifice
5rk1/2q4p/1pp3p1/p7/2P1np2/P1Q3nP/1P4P1/3RRBK1 w - - 0 27,c3d4 f4f3 g2f3 g3f1 d4e4 c7g3 g1f1 f8f3 e4f3 g3f3,2411,advantage clearance kingsideAttack middlegame sacrifice veryLong
4rr1k/pp4p1/3Q3p/3R4/1P1Bq3/P5PK/5P1P/8 b - - 8 30,e8d8 d6h6 e4h7 d4g7 h8g8 d5g5 f8f5 h6h7 g8h7 g5f5,2411,crushing endgame fork pin quietMove veryLong
2r5/5k2/4pq2/p7/1pn2P2/1Q6/PPP5/2KN2R1 w - - 0 33,d1e3 f6d4 g1d1 d4e3 b3e3 c4e3,2411,advantage endgame long
r2qr1k1/1b2npp1/3p3p/1P5n/p6B/3Q1P2/BPP3RP/2K1R3 b - - 1 25,h5f4 g2g7 g8g7 d3d4 g7h7 d4f4,2411,attraction crushing fork long middlegame sacrifice
3r4/6b1/p1q1kn2/Pp1pN1p1/1P1P4/3QB1NK/2r5/1R3R2 w - - 2 41,e5c6 g5g4 h3h4 c2h2 h4g5 g7h6 g5g6 d8g8,2411,exposedKing mate mateIn4 middlegame veryLong
7k/2p5/4Q2p/3pb1q1/8/1PP2pN1/2r4P/3R2K1 w - - 0 28,e6d5 g5e3 g1h1 c2h2 h1h2 e3f2 h2h3 f2g3,2411,attraction endgame mate mateIn4 sacrifice veryLong
2r2rk1/3n1pp1/p2p1b2/1p1P4/8/1N4QP/PPq5/K1B3RR b - - 3 24,c8c3 b2c3 f6c3 g3c3 c2c3 c1b2 c3c8 g1g7,2411,advantage master masterVsMaster middlegame sacrifice veryLong
k1r5/pp3p2/qn2p3/2BpPp2/1Q1P1P2/R6P/PP4r1/1K1R4 b - - 1 31,a6e2 a3a7 a8a7 b4b6 a7b8 b6a7,2411,attraction crushing long middlegame queensideAttack
6k1/4Bp1p/2pN2pb/1p2P2n/6K1/1P6/rP5P/5R2 b - - 1 26,a2b2 f1a1 f7f5 e5f6 h5f6 e7f6,2411,advantage enPassant endgame long quietMove
2r1r3/ppq2p1k/5Q1p/2bR4/8/2P4P/PP4P1/5R1K b - - 2 25,c5b6 f6f5 h7g8 d5d7 c7c4 d7f7 c4f1 f5f1,2411,advantage middlegame veryLong
2r2r1k/1q4pp/p4p2/8/2pR4/3nB2P/PPQ2PP1/3R2K1 b - - 3 31,d3b2 d4d7 b7b5 d1d5,2411,clearance crushing master middlegame short
1r3k2/R7/8/3B4/8/2b5/1p3PP1/3K4 w - - 0 40,d5e4 b8e8 e4b1 e8e1 d1c2 e1c1 c2b3 c1b1 b3c3 b1a1,2411,crushing deflection endgame exposedKing master veryLong
r2q2k1/1pp2pp1/3p1P2/3P2Q1/2P2R2/PpN3PP/1P5K/4r3 b - - 2 27,g7g6 f4h4 d8f8 h4h6 e1e5 g5h4 e5h5 h6h5 g6h5 h4g5,2411,clearance crushing endgame kingsideAttack quietMove veryLong
1r4k1/6p1/4p2p/p2pP1bP/1p1R2P1/4N3/8/5QK1 w - - 1 45,f1g2 g5e3 g1h1 e3d4 g4g5 b4b3 g5h6 d4e5,2411,crushing endgame fork hangingPiece veryLong
8/8/6p1/1R1rk1p1/5pP1/7P/5PK1/8 w - - 12 72,b5d5 e5d5 g2f3 d5d4 f3e2 d4c3,2411,crushing defensiveMove endgame long master masterVsMaster
8/5p2/B1R2kp1/p7/1p1p1NPP/1n2p3/1r6/4K3 b - - 1 40,f6e5 f4d3 e5d5 d3b2 d5c6 h4h5,2411,crushing endgame fork long
8/1p5k/3P1Q2/4rn2/P1P5/1P5r/6K1/8 b - - 1 39,h3g3 g2f2 g3e3 f6e5 e3e5 d6d7,2411,advancedPawn advantage defensiveMove endgame long sacrifice
2b5/p5q1/1p3k1p/3Q2p1/5p2/4P2P/PP3P2/1B4K1 b - - 0 34,f4e3 d5d8 g7e7 d8c8 e3e2 c8c3,2411,crushing endgame fork long
8/8/2P3P1/1p2b3/1P1k1p2/P6p/5K2/8 b - - 2 51,d4e4 c6c7 e5c7 g6g7 c7b6 f2f1 h3h2 f1g2,2411,advancedPawn bishopEndgame crushing defensiveMove endgame veryLong
r2qr1k1/5pb1/1p1p1n2/p2P1QBp/7R/P1N4P/1PP3PN/6K1 w - - 1 23,h4h5 f6h5 g5d8 g7d4,2412,crushing middlegame sacrifice short
2r2rk1/2qbbppp/ppnppn2/8/P2NP3/2P1B2P/1PQN1PP1/RB3RK1 w - - 2 14,e3g5 c6d4 c2d3 d4c6 g5f6 g7f6,2412,crushing long middlegame quietMove
4r2k/7r/1p2qNp1/p2p2P1/3P1P2/P3p1Q1/1P2R1K1/8 b - - 1 37,e8e7 f4f5 g6f5 g3b8 e7e8 b8e8 e6e8 f6e8,2412,clearance crushing endgame exposedKing veryLong
8/5k1p/8/p4K1P/P7/8/8/8 b - - 4 45,f7e7 f5e5 e7d7 e5d5 h7h6 d5c5,2412,crushing defensiveMove endgame long master pawnEndgame
3r2k1/1b3p2/pb2Np1p/1p6/1P6/r3P3/B4PPP/R4RK1 b - - 0 22,a3a2 e6d8 a2a1 f1a1 b6d8 a1d1 d8e7 d1d7 e7b4 d7b7,2412,advantage fork middlegame veryLong
8/8/1B4K1/P4p1p/4k3/r3P1PP/8/8 b - - 0 47,e4f3 g6f5 a3a4 g3g4 h5g4 h3g4 a4g4 a5a6 g4b4 b6d4,2412,crushing defensiveMove endgame veryLong
5Q2/2pq3k/1pbp1P2/p7/P1P1P1P1/1P3P2/6K1/8 b - - 2 42,h7g6 g4g5 g6g5 f8g7 d7g7 f6g7,2412,advancedPawn attraction crushing endgame exposedKing long master quietMove
6r1/pppqk2p/1b3p2/4p1r1/4P3/N1P2Q2/PP3PPP/R4RK1 w - - 10 18,g2g3 g5g3 h2g3 d7h3 a3c4 g8g3 f3g3 h3g3,2412,advantage intermezzo kingsideAttack middlegame pin sacrifice veryLong
r1b1k2r/pp3ppp/4pn2/1N2N3/1bPP1q2/8/PP4PP/R1BQK2R w KQkq - 1 15,c1d2 f4e3 d1e2 b4d2 e1d1 e3e2,2412,crushing exposedKing long middlegame pin
r2q1rk1/3bppBp/3p2p1/1p6/p3P2P/2n2P2/PPPQ2P1/2KR3R w - - 0 16,d2c3 a8c8 c3d4 c8c4 g7f8 c4d4,2412,advantage long middlegame
8/5pn1/4k2p/2PP2p1/4KPP1/7P/8/8 b - - 0 40,e6f6 f4f5 f6e7 d5d6,2412,crushing endgame knightEndgame master quietMove short
r4rk1/2qb1pp1/7B/npp1b3/4P2Q/P2P1N2/B3N1P1/n4R1K b - - 0 22,e5f6 f3g5 f6g5 h4g5 c7e5 g5e5,2412,crushing long middlegame pin
8/R1k5/5K2/5P2/8/4p3/8/5r2 b - - 4 51,c7b6 a7e7 f1f3 f6g5 b6c5 g5g4 f3f1 e7e3,2412,crushing endgame master rookEndgame veryLong
8/pk3p2/4p1p1/1K5p/1P1P3P/6P1/5P2/8 b - - 2 47,a7a6 b5c5 b7c7 f2f3,2412,advantage defensiveMove endgame master masterVsMaster pawnEndgame short
2r2k1r/p1q2b1p/5p2/3B1P2/2n2bP1/2N4P/PPP1Q3/1K1R2NR b - - 5 25,f7d5 c3d5 c7b7 c2c3,2412,crushing defensiveMove middlegame short
5rk1/p4r2/1p4q1/7R/3P4/2n3B1/5PP1/3Q1RK1 w - - 3 32,g3e5 f7g7 h5h8 g8h8 e5g7 h8g7,2412,advantage long middlegame quietMove
8/6p1/B5p1/p1k1pp2/1p1p3P/1PnK4/P7/R7 w - - 2 50,a6c8 e5e4 d3d2 d4d3,2412,advantage endgame short
8/3K4/3P1k2/8/8/8/6pr/6R1 b - - 0 47,f6f5 d7c6 h2h3 g1g2,2412,crushing endgame rookEndgame short
8/8/6pp/pp2p1k1/2P1p3/1P1KP1PP/8/8 w - - 0 38,d3e4 b5c4 h3h4 g5f6,2412,crushing defensiveMove endgame pawnEndgame short
8/5ppk/7p/2B1QP1n/1P1Pp3/2R4P/q5PK/r7 w - - 7 36,e5e4 a2f2 f5f6 g7g6 d4d5 f2f1,2412,advantage defensiveMove endgame long
8/7p/6k1/3p4/4qpPP/5Q2/5PK1/8 w - - 1 34,h4h5 g6g5 f3e4 d5e4 f2f3 e4f3 g2f2 g5g4,2412,crushing defensiveMove endgame queenEndgame veryLong
8/8/p2b1kpp/Pp1p4/1PpPpPP1/2P4P/5K2/2B5 w - - 0 39,f2e3 g6g5 f4g5 f6g5 e3f2 d6f4,2412,bishopEndgame crushing endgame long
1nbr1rk1/2p1q1b1/p2p1np1/Pp2p1B1/1P2P2Q/N1PP3P/5RB1/5RK1 w - - 2 23,g5f6 f8f6 f2f6 b8d7,2412,advantage middlegame sacrifice short
6k1/5pp1/3R3p/3P4/1P1P4/2PK1p2/6r1/8 w - - 0 33,d6c6 g2a2 c6c8 g8h7 d3e3 f3f2,2412,advancedPawn crushing endgame long quietMove rookEndgame
5r1r/8/pp1kp1p1/2p1npP1/2P4P/1P1P3K/P3Q1R1/8 w - - 2 45,b3b4 h8h4 h3h4 f5f4 b4c5 b6c5 e2h5 g6h5,2412,crushing endgame quietMove sacrifice veryLong
